Topic,Conclusion,Stance,Count
36,The EU should equalize the retirement age for all Europeans.,in favor of,0
36,The EU should equalize the retirement age for all Europeans.,against,0
36,The EU should establish a Carbon Border Adjustment Mechanism (CBAM),in favor of,0
36,The EU should establish a Carbon Border Adjustment Mechanism (CBAM),against,0
36,The EU should extend the model of Pooling & Sharing European military resources beyond air transport.,in favor of,0
36,The EU should extend the model of Pooling & Sharing European military resources beyond air transport.,against,0
36,"The EU should focus more on ensuring the success of the internal market, and on improving its competitiveness",in favor of,0
36,"The EU should focus more on ensuring the success of the internal market, and on improving its competitiveness",against,0
36,The EU should focus on pragmatism,in favor of,0
36,The EU should focus on pragmatism,against,0
36,The EU should have common taxation and social policy,in favor of,0
36,The EU should have common taxation and social policy,against,0
36,The EU should have open borders with poor countries,in favor of,0
36,The EU should have open borders with poor countries,against,0
36,The EU should immediately end the refugee deal with Turkey.,in favor of,0
36,The EU should immediately end the refugee deal with Turkey.,against,0
36,The EU should implement a common pension fund,in favor of,0
36,The EU should implement a common pension fund,against,0
36,The EU should improve public management and anti-corruption mechanisms,in favor of,0
36,The EU should improve public management and anti-corruption mechanisms,against,0
36,The EU should integrate the armed forces of its member states,in favor of,0
36,The EU should integrate the armed forces of its member states,against,0
36,The EU should join NATO,in favor of,0
36,The EU should join NATO,against,0
36,The EU should play a major role in a multipolar world,in favor of,0
36,The EU should play a major role in a multipolar world,against,0
36,"The EU should prohibit, and end funding for activities that presuppose the destruction of human embryos, in particular in the areas of research, development aid, and public health",in favor of,0
36,"The EU should prohibit, and end funding for activities that presuppose the destruction of human embryos, in particular in the areas of research, development aid, and public health",against,0
36,The EU should promote organizations that teach the national language via Esperanto,in favor of,0
36,The EU should promote organizations that teach the national language via Esperanto,against,0
36,The EU should put more pressure on the non-euro area member states to adopt the single currency,in favor of,0
36,The EU should put more pressure on the non-euro area member states to adopt the single currency,against,0
36,The EU should recognize Taiwan as an independent sovereign state,in favor of,0
36,The EU should recognize Taiwan as an independent sovereign state,against,0
36,The EU should reduce its influence on its member states.,in favor of,0
36,The EU should reduce its influence on its member states.,against,0
36,"The EU should set up physical offices, where citizens can address their concerns about Europe",in favor of,0
36,"The EU should set up physical offices, where citizens can address their concerns about Europe",against,0
36,The EU should start accession negotiations with Russia,in favor of,0
36,The EU should start accession negotiations with Russia,against,0
36,The EU should strengthen development cooperation.,in favor of,0
36,The EU should strengthen development cooperation.,against,0
36,The EU should strengthen its relationship with China.,in favor of,0
36,The EU should strengthen its relationship with China.,against,0
36,The EU should strengthen its ties with Ukraine and prepare an EU membership of Ukraine.,in favor of,0
36,The EU should strengthen its ties with Ukraine and prepare an EU membership of Ukraine.,against,0
36,The EU should strengthen its ties with Ukraine and prepare for EU membership of Ukraine.,in favor of,0
36,The EU should strengthen its ties with Ukraine and prepare for EU membership of Ukraine.,against,0
36,The EU should strengthen the integration of Ukraine through intensified cooperation,in favor of,0
36,The EU should strengthen the integration of Ukraine through intensified cooperation,against,0
36,The EU should support Ukraine.,in favor of,0
36,The EU should support Ukraine.,against,0
36,The EU should synchronize national elections,in favor of,0
36,The EU should synchronize national elections,against,0
36,The EU should take responsibility for global environmental and climate policy,in favor of,0
36,The EU should take responsibility for global environmental and climate policy,against,0
36,The EU should use promote institutions to improve the relationship between Eastern and Western Europe.,in favor of,0
36,The EU should use promote institutions to improve the relationship between Eastern and Western Europe.,against,0
36,The EU will dissolve within 10 years unless reformed,in favor of,0
36,The EU will dissolve within 10 years unless reformed,against,0
36,The European Parliament should be dissolved and replaced with a global government.,in favor of,0
36,The European Parliament should be dissolved and replaced with a global government.,against,0
36,"The European Parliament should have more powers, so Europe can stand against other world powers.",in favor of,0
36,"The European Parliament should have more powers, so Europe can stand against other world powers.",against,0
36,"The European Union has no other choice than to reject all immigration, except for workers they need.",in favor of,0
36,"The European Union has no other choice than to reject all immigration, except for workers they need.",against,0
36,The European Union needs to equip itself with the institutional and legal tools to resolve democratic conflicts on sovereignty within its own borders.,in favor of,1
36,The European Union needs to equip itself with the institutional and legal tools to resolve democratic conflicts on sovereignty within its own borders.,against,0
36,The European Union shall guarantee its territorial integrity against threats from Russia and shall seek to eliminate the influence of Russia in Central and Eastern Europe.,in favor of,0
36,The European Union shall guarantee its territorial integrity against threats from Russia and shall seek to eliminate the influence of Russia in Central and Eastern Europe.,against,0
36,"The European Union should be harder towards irreparable migrants, those who do not value their lives in peace, security, and prosperity.",in favor of,0
36,"The European Union should be harder towards irreparable migrants, those who do not value their lives in peace, security, and prosperity.",against,0
36,The European Union should enforce the energy transition in its member states,in favor of,0
36,The European Union should enforce the energy transition in its member states,against,0
36,The European Union should hold a referendum to decide on immigration,in favor of,0
36,The European Union should hold a referendum to decide on immigration,against,0
36,The European Union should implement a EU wide carbon tax,in favor of,0
36,The European Union should implement a EU wide carbon tax,against,0
36,The European Union should support and integrate immigrant people to ensure that they live with dignity and equality with all European citizens,in favor of,0
36,The European Union should support and integrate immigrant people to ensure that they live with dignity and equality with all European citizens,against,0
36,The European Union should visible on the facades of the embassies and consulates of European countries.,in favor of,0
36,The European Union should visible on the facades of the embassies and consulates of European countries.,against,0
36,The European Union's asylum system needs to implement its humanitarian principles,in favor of,0
36,The European Union's asylum system needs to implement its humanitarian principles,against,0
36,"The European Union, as a Union of values, should limit its support to countries that do not want to adhere to European values and violate the rights of their citizens",in favor of,0
36,"The European Union, as a Union of values, should limit its support to countries that do not want to adhere to European values and violate the rights of their citizens",against,0
36,The President of the European Commission should be directly elected by direct universal suffrage,in favor of,0
36,The President of the European Commission should be directly elected by direct universal suffrage,against,0
36,The Sabarimala verdict is progressive and not a threat to traditions,in favor of,0
36,The Sabarimala verdict is progressive and not a threat to traditions,against,0
36,The Western Balkans should join the EU immediately,in favor of,0
36,The Western Balkans should join the EU immediately,against,0
36,The best way to save the world from climate change and protect the environment is to encourage everyone to start with themselves and look at what things they can do to help with this problem,in favor of,0
36,The best way to save the world from climate change and protect the environment is to encourage everyone to start with themselves and look at what things they can do to help with this problem,against,0
36,The current differing legal cultures of the Member States need to be developed into a common legal culture in Europe,in favor of,0
36,The current differing legal cultures of the Member States need to be developed into a common legal culture in Europe,against,0
36,The demographic decline should be stopped.,in favor of,0
36,The demographic decline should be stopped.,against,0
36,The fear of migration is a fear of the unknown and is exacerbated.,in favor of,0
36,The fear of migration is a fear of the unknown and is exacerbated.,against,0
36,The federal features of the European Treaties need to be strengthened.,in favor of,0
36,The federal features of the European Treaties need to be strengthened.,against,0
36,The president of the European Commission should be elected by the people of the EU,in favor of,0
36,The president of the European Commission should be elected by the people of the EU,against,0
36,The world does not need religion anymore,in favor of,0
36,The world does not need religion anymore,against,0
36,There can be no real European democracy without the autonomous fiscal power of the EU.,in favor of,0
36,There can be no real European democracy without the autonomous fiscal power of the EU.,against,0
36,There is a lack of unity in European migration policies.,in favor of,0
36,There is a lack of unity in European migration policies.,against,0
36,There is a necessity for a European framework for the free movement of intensivists,in favor of,0
36,There is a necessity for a European framework for the free movement of intensivists,against,0
36,There should be 6 concrete proposals for migrants on the Balkan route.,in favor of,0
36,There should be 6 concrete proposals for migrants on the Balkan route.,against,0
36,There should be a European Army.,in favor of,0
36,There should be a European Army.,against,0
36,There should be a European Common Defence and Security Alliance,in favor of,0
36,There should be a European Common Defence and Security Alliance,against,0
36,There should be a ban on Bandhs,in favor of,0
36,There should be a ban on Bandhs,against,0
36,There should be a better post-Brexit European Alliance,in favor of,0
36,There should be a better post-Brexit European Alliance,against,0
36,There should be a common EU migration and asylum policy,in favor of,0
36,There should be a common EU migration and asylum policy,against,0
36,There should be a federal Constitution for a European Federation,in favor of,0
36,There should be a federal Constitution for a European Federation,against,0
36,There should be a new EU foreign policy.,in favor of,0
36,There should be a new EU foreign policy.,against,0
36,There should be a president for the EU elected by the people.,in favor of,0
36,There should be a president for the EU elected by the people.,against,0
36,There should be a reform of EU trade and investment policy and a relaunch of global multilateralism,in favor of,0
36,There should be a reform of EU trade and investment policy and a relaunch of global multilateralism,against,0
36,There should be a reform of EU trade and investment policy and a relaunch of global multilateralism.,in favor of,0
36,There should be a reform of EU trade and investment policy and a relaunch of global multilateralism.,against,0
36,There should be a single EU policy.,in favor of,0
36,There should be a single EU policy.,against,0
36,"There should be a small council of people from all over the world, and identify the problems of every country and solve them.",in favor of,0
36,"There should be a small council of people from all over the world, and identify the problems of every country and solve them.",against,0
36,There should be a stronger EU on the world scene,in favor of,0
36,There should be a stronger EU on the world scene,against,0
36,There should be a stronger partnership between the EU and the African Union,in favor of,0
36,There should be a stronger partnership between the EU and the African Union,against,0
36,There should be an EU citizenship,in favor of,0
36,There should be an EU citizenship,against,0
36,There should be an enlargement of the European Union.,in favor of,0
36,There should be an enlargement of the European Union.,against,0
36,There should be better EU relations with Russia,in favor of,0
36,There should be better EU relations with Russia,against,0
36,There should be centers of excellence in science and education,in favor of,0
36,There should be centers of excellence in science and education,against,0
36,There should be more unity and cooperation in Europe.,in favor of,0
36,There should be more unity and cooperation in Europe.,against,0
36,There should be no illegal migration,in favor of,0
36,There should be no illegal migration,against,0
36,There should be no illegal migration.,in favor of,0
36,There should be no illegal migration.,against,0
36,There should be no immigration from non-European or non-first-world countries,in favor of,0
36,There should be no immigration from non-European or non-first-world countries,against,0
36,There should be no immigration from non-European or non-first-world countries.,in favor of,0
36,There should be no immigration from non-European or non-first-world countries.,against,0
36,Toilet paper should be made of recycled paper only,in favor of,0
36,Toilet paper should be made of recycled paper only,against,0
36,Triple Talaq should be abolished,in favor of,0
36,Triple Talaq should be abolished,against,0
36,US-Mexico border wall is a good thing,in favor of,0
36,US-Mexico border wall is a good thing,against,0
36,Uniforms should be mandatory in schools,in favor of,0
36,Uniforms should be mandatory in schools,against,0
36,United in diversity should be a concept for reconciliation in the Western Balkans.,in favor of,0
36,United in diversity should be a concept for reconciliation in the Western Balkans.,against,0
36,Voting for European Parliament Elections should be mandatory,in favor of,0
36,Voting for European Parliament Elections should be mandatory,against,0
36,We can rely on Cryptocurrencies like Bitcoins,in favor of,0
36,We can rely on Cryptocurrencies like Bitcoins,against,0
36,We do not need any immigration from non-European or non-first-world countries,in favor of,0
36,We do not need any immigration from non-European or non-first-world countries,against,0
36,We do not need immigration from non-European or non-first-world countries,in favor of,0
36,We do not need immigration from non-European or non-first-world countries,against,0
36,We do not need immigration from non-European or non-first-world countries.,in favor of,0
36,We do not need immigration from non-European or non-first-world countries.,against,0
36,We do not want illegal migration.,in favor of,0
36,We do not want illegal migration.,against,0
36,We do not want immigration from non-European or non-first-world countries,in favor of,0
36,We do not want immigration from non-European or non-first-world countries,against,0
36,We don't need immigration from non-European or non-first-world countries.,in favor of,0
36,We don't need immigration from non-European or non-first-world countries.,against,0
36,We need Integrated migration and border policy.,in favor of,0
36,We need Integrated migration and border policy.,against,0
36,We need a Europe that respects life from conception is a humane Europe,in favor of,0
36,We need a Europe that respects life from conception is a humane Europe,against,0
36,We need a European Clinical Registries Platform,in favor of,0
36,We need a European Clinical Registries Platform,against,0
36,We need a European democratizing force to help countries with democracy.,in favor of,0
36,We need a European democratizing force to help countries with democracy.,against,0
36,We need a better EU migration policy,in favor of,0
36,We need a better EU migration policy,against,0
36,We need a better EU migration policy.,in favor of,0
36,We need a better EU migration policy.,against,0
36,We need a better distribution of refugees,in favor of,0
36,We need a better distribution of refugees,against,0
36,We need a better distribution of refugees.,in favor of,0
36,We need a better distribution of refugees.,against,0
36,We need a better migration policy.,in favor of,0
36,We need a better migration policy.,against,0
36,We need a combined education and migration policy for Africa and the Middle East.,in favor of,0
36,We need a combined education and migration policy for Africa and the Middle East.,against,0
36,We need a common EU TV channel free of charge for people in all Member States,in favor of,0
36,We need a common EU TV channel free of charge for people in all Member States,against,0
36,"We need a common migration and asylum policy, based on respect for rights and equal treatment",in favor of,0
36,"We need a common migration and asylum policy, based on respect for rights and equal treatment",against,1
36,We need a plan for receiving asylum/migrants.,in favor of,0
36,We need a plan for receiving asylum/migrants.,against,0
36,We need a revision of the current asylum policy in the European Union.,in favor of,0
36,We need a revision of the current asylum policy in the European Union.,against,0
36,We need a single immigration policy.,in favor of,0
36,We need a single immigration policy.,against,0
36,We need a stand-alone European army.,in favor of,0
36,We need a stand-alone European army.,against,0
36,We need an immediate cessation of all immigration.,in favor of,0
36,We need an immediate cessation of all immigration.,against,0
36,We need an inclusive and pluralistic European society,in favor of,0
36,We need an inclusive and pluralistic European society,against,0
36,We need an inclusive and pluralistic European society.,in favor of,0
36,We need an inclusive and pluralistic European society.,against,0
36,We need an inclusive language for all citizens of the world: the Esperanto.,in favor of,0
36,We need an inclusive language for all citizens of the world: the Esperanto.,against,0
36,We need an integrated migration and border policy.,in favor of,0
36,We need an integrated migration and border policy.,against,0
36,We need better ways of migration.,in favor of,0
36,We need better ways of migration.,against,0
36,We need family and child protection against political agendas until their adulthood,in favor of,0
36,We need family and child protection against political agendas until their adulthood,against,0
36,"We need integrated rail transport systems, agreements between various railway operators and a simple and accessible search engine",in favor of,0
36,"We need integrated rail transport systems, agreements between various railway operators and a simple and accessible search engine",against,0
36,We need legal ways of migration.,in favor of,0
36,We need legal ways of migration.,against,0
36,We need see nuclear energy as green energy,in favor of,0
36,We need see nuclear energy as green energy,against,0
36,We need stricter and homogeneous environmental legislation across the EU,in favor of,0
36,We need stricter and homogeneous environmental legislation across the EU,against,0
36,We need to build up European Defence while remaining in NATO,in favor of,0
36,We need to build up European Defence while remaining in NATO,against,0
36,We need to change the immigration policy to prevent illegal crossing,in favor of,0
36,We need to change the immigration policy to prevent illegal crossing,against,0
36,We need to develop a partnership between the EU and the AU (African Union),in favor of,0
36,We need to develop a partnership between the EU and the AU (African Union),against,0
36,We need to develop partnership between the EU and the AU (African Union),in favor of,0
36,We need to develop partnership between the EU and the AU (African Union),against,0
36,We need to ensure improvements to the European Union's decision-making processes with increased transparency and accountability,in favor of,0
36,We need to ensure improvements to the European Union's decision-making processes with increased transparency and accountability,against,0
36,We need to invest in nuclear energy,in favor of,0
36,We need to invest in nuclear energy,against,0
36,"We need to move towards drug reform, which will change our outdated drug policy.",in favor of,0
36,"We need to move towards drug reform, which will change our outdated drug policy.",against,0
36,We need to strengthen the participation of citizens in the design and processes of the EU,in favor of,0
36,We need to strengthen the participation of citizens in the design and processes of the EU,against,0
36,We should abandon the use of school uniform,in favor of,0
36,We should abandon the use of school uniform,against,0
36,We should abolish capital punishment,in favor of,0
36,We should abolish capital punishment,against,0
36,We should abolish intellectual property rights,in favor of,0
36,We should abolish intellectual property rights,against,0
36,We should abolish safe spaces,in favor of,0
36,We should abolish safe spaces,against,0
36,We should abolish the Olympic Games,in favor of,0
36,We should abolish the Olympic Games,against,0
36,We should abolish the right to keep and bear arms,in favor of,0
36,We should abolish the right to keep and bear arms,against,0
36,We should abolish the three-strikes laws,in favor of,0
36,We should abolish the three-strikes laws,against,0
36,We should abolish zoos,in favor of,0
36,We should abolish zoos,against,0
36,We should adapt the viable pay incentive scheme,in favor of,0
36,We should adapt the viable pay incentive scheme,against,0
36,We should adopt a multi-party system,in favor of,0
36,We should adopt a multi-party system,against,0
36,We should adopt a zero-tolerance policy in schools,in favor of,0
36,We should adopt a zero-tolerance policy in schools,against,0
36,We should adopt an austerity regime,in favor of,0
36,We should adopt an austerity regime,against,0
36,We should adopt atheism,in favor of,0
36,We should adopt atheism,against,0
36,We should adopt gender-neutral language,in favor of,0
36,We should adopt gender-neutral language,against,0
36,We should adopt libertarianism,in favor of,0
36,We should adopt libertarianism,against,0
36,We should ban alcohol in India,in favor of,0
36,We should ban alcohol in India,against,0
36,We should ban algorithmic trading,in favor of,0
36,We should ban algorithmic trading,against,0
36,We should ban cosmetic surgery,in favor of,0
36,We should ban cosmetic surgery,against,0
36,We should ban cosmetic surgery for minors,in favor of,0
36,We should ban cosmetic surgery for minors,against,0
36,We should ban factory farming,in favor of,0
36,We should ban factory farming,against,0
36,We should ban fast food,in favor of,0
36,We should ban fast food,against,0
36,We should ban human cloning,in favor of,0
36,We should ban human cloning,against,0
36,We should ban kids' reality shows,in favor of,0
36,We should ban kids' reality shows,against,0
36,We should ban missionary work,in favor of,0
36,We should ban missionary work,against,0
36,We should ban private military companies,in favor of,0
36,We should ban private military companies,against,0
36,We should ban targeted killing,in favor of,0
36,We should ban targeted killing,against,0
36,We should ban telemarketing,in favor of,0
36,We should ban telemarketing,against,0
36,We should ban the Church of Scientology,in favor of,0
36,We should ban the Church of Scientology,against,0
36,We should ban the use of child actors,in favor of,0
36,We should ban the use of child actors,against,0
36,We should ban whaling,in favor of,0
36,We should ban whaling,against,0
36,We should cancel pride parades,in favor of,0
36,We should cancel pride parades,against,0
36,We should encourage people to take part in Fit India Movement,in favor of,0
36,We should encourage people to take part in Fit India Movement,against,0
36,We should end mandatory retirement,in favor of,0
36,We should end mandatory retirement,against,0
36,We should end the use of economic sanctions,in favor of,0
36,We should end the use of economic sanctions,against,0
36,We should fight for the abolition of nuclear weapons,in favor of,0
36,We should fight for the abolition of nuclear weapons,against,0
36,We should forbid neo-banks,in favor of,0
36,We should forbid neo-banks,against,0
36,We should have psychological counseling in educational institutions,in favor of,0
36,We should have psychological counseling in educational institutions,against,0
36,We should introduce compulsory voting,in favor of,5
36,We should introduce compulsory voting,against,40
36,We should legalize cannabis,in favor of,0
36,We should legalize cannabis,against,0
36,We should legalize organ trade,in favor of,0
36,We should legalize organ trade,against,0
36,We should legalize prostitution,in favor of,0
36,We should legalize prostitution,against,0
36,We should legalize sex selection,in favor of,0
36,We should legalize sex selection,against,0
36,We should limit executive compensation,in favor of,0
36,We should limit executive compensation,against,0
36,We should limit judicial activism,in favor of,0
36,We should limit judicial activism,against,0
36,We should oppose collectivism,in favor of,0
36,We should oppose collectivism,against,0
36,We should prohibit school prayer,in favor of,0
36,We should prohibit school prayer,against,0
36,We should stop the development of autonomous cars,in favor of,0
36,We should stop the development of autonomous cars,against,0
36,We should stop using cash,in favor of,0
36,We should stop using cash,against,0
36,We should strengthen laws to fight against terrorism,in favor of,0
36,We should strengthen laws to fight against terrorism,against,0
36,We should subsidize Wikipedia,in favor of,0
36,We should subsidize Wikipedia,against,0
36,We should subsidize embryonic stem cell research,in favor of,0
36,We should subsidize embryonic stem cell research,against,0
36,We should subsidize higher education institutions,in favor of,0
36,We should subsidize higher education institutions,against,0
36,We should subsidize hydrogen vehicles,in favor of,0
36,We should subsidize hydrogen vehicles,against,0
36,We should subsidize journalism,in favor of,0
36,We should subsidize journalism,against,0
36,We should subsidize space exploration,in favor of,0
36,We should subsidize space exploration,against,0
36,We should subsidize student loans,in favor of,0
36,We should subsidize student loans,against,0
36,WikiLeaks is not a bane,in favor of,0
36,WikiLeaks is not a bane,against,0
36,Women are better managers than men,in favor of,0
36,Women are better managers than men,against,0
37,5G services should be available across India,in favor of,0
37,5G services should be available across India,against,0
37,A coordination hub should be set up with representatives of institutions that can act to facilitate the integration of refugees,in favor of,0
37,A coordination hub should be set up with representatives of institutions that can act to facilitate the integration of refugees,against,0
37,Aadhaar should be made mandatory in India,in favor of,0
37,Aadhaar should be made mandatory in India,against,0
37,All countries should take responsibility for accepting refugees,in favor of,0
37,All countries should take responsibility for accepting refugees,against,0
37,"All workers and unemployed should have access to social protection, including young people",in favor of,0
37,"All workers and unemployed should have access to social protection, including young people",against,0
37,Alternative medicine should be more accepted,in favor of,0
37,Alternative medicine should be more accepted,against,0
37,Artificial intelligence brings more harm than good,in favor of,0
37,Artificial intelligence brings more harm than good,against,0
37,Asylum seekers should only be able to file asylum applications from their home or neighboring country.,in favor of,0
37,Asylum seekers should only be able to file asylum applications from their home or neighboring country.,against,0
37,Beauty pageants should be banned,in favor of,0
37,Beauty pageants should be banned,against,0
37,Betting and gambling should be legalized in India,in favor of,0
37,Betting and gambling should be legalized in India,against,0
37,Biogas plants should be assessed on the basis of their efficiency,in favor of,0
37,Biogas plants should be assessed on the basis of their efficiency,against,0
37,British people who are residents in an EU country should have EU-wide rights,in favor of,0
37,British people who are residents in an EU country should have EU-wide rights,against,0
37,"Businesses should buy unused emissions by reforesting, restoration, or conservation of habitats sequestrating carbon",in favor of,0
37,"Businesses should buy unused emissions by reforesting, restoration, or conservation of habitats sequestrating carbon",against,0
37,Catalan should be an official language of the European Parliament,in favor of,0
37,Catalan should be an official language of the European Parliament,against,0
37,Censorship of movies is an outdated concept,in favor of,0
37,Censorship of movies is an outdated concept,against,0
37,Chinese products should be banned in India,in favor of,0
37,Chinese products should be banned in India,against,0
37,Climate neutrality can be achieved only by nuclear energy,in favor of,0
37,Climate neutrality can be achieved only by nuclear energy,against,0
37,Cohesion funds should be provided directly to cities and regions,in favor of,0
37,Cohesion funds should be provided directly to cities and regions,against,0
37,College education should be free for everyone,in favor of,0
37,College education should be free for everyone,against,0
37,Companies should fight moonlighting,in favor of,0
37,Companies should fight moonlighting,against,0
37,Companies should pay for the environmental damage cause by their products,in favor of,0
37,Companies should pay for the environmental damage cause by their products,against,0
37,Coronavirus protection should be advertised on TV and social media,in favor of,0
37,Coronavirus protection should be advertised on TV and social media,against,0
37,Council meetings should be open to the public and the press,in favor of,0
37,Council meetings should be open to the public and the press,against,0
37,Cryptocurrencies should be legalized,in favor of,0
37,Cryptocurrencies should be legalized,against,0
37,Devices with batteries should be designed so that batteries can be replaced,in favor of,0
37,Devices with batteries should be designed so that batteries can be replaced,against,0
37,Doctors should be paid based on how many people they successfully treated,in favor of,0
37,Doctors should be paid based on how many people they successfully treated,against,0
37,Donald Trump's Presidency was a good thing,in favor of,0
37,Donald Trump's Presidency was a good thing,against,0
37,Driverless cars should be allowed in India,in favor of,0
37,Driverless cars should be allowed in India,against,0
37,EU citizens should be allowed to direct vote for more decisions,in favor of,0
37,EU citizens should be allowed to direct vote for more decisions,against,0
37,EU countries should slightly reduce health insurance contributions for all citizens who do not use tobacco products,in favor of,0
37,EU countries should slightly reduce health insurance contributions for all citizens who do not use tobacco products,against,0
37,"EU institutions should prioritize the struggle against all forms of racism, also anti-Muslim bigotry, and antisemitism",in favor of,0
37,"EU institutions should prioritize the struggle against all forms of racism, also anti-Muslim bigotry, and antisemitism",against,0
37,EU needs an action plan against digital addiction,in favor of,0
37,EU needs an action plan against digital addiction,against,0
37,EU officials should be allowed to use the expression “Ladies and Gentlemen”,in favor of,0
37,EU officials should be allowed to use the expression “Ladies and Gentlemen”,against,0
37,Electric cars are not a solution to air pollution,in favor of,0
37,Electric cars are not a solution to air pollution,against,0
37,"Equal pay for equal work should apply as a principle in the country in which you work, regardless of where you come from",in favor of,0
37,"Equal pay for equal work should apply as a principle in the country in which you work, regardless of where you come from",against,0
37,Esperanto should be the common language for the European Union.,in favor of,0
37,Esperanto should be the common language for the European Union.,against,0
37,Esperanto should replace English as the first foreign language in schools and universities,in favor of,0
37,Esperanto should replace English as the first foreign language in schools and universities,against,0
37,"Europe is getting older and should be open to more migration from Asia, and southeast Asia.",in favor of,0
37,"Europe is getting older and should be open to more migration from Asia, and southeast Asia.",against,0
37,Europe must help Ukraine,in favor of,0
37,Europe must help Ukraine,against,0
37,Europe needs an energy partnership with Africa.,in favor of,0
37,Europe needs an energy partnership with Africa.,against,0
37,Europe should change the world for the better for everyone.,in favor of,0
37,Europe should change the world for the better for everyone.,against,0
37,Europe should establish a common Army across Europe,in favor of,0
37,Europe should establish a common Army across Europe,against,0
37,Europe should have stronger borders,in favor of,0
37,Europe should have stronger borders,against,0
37,Europe should protect bees,in favor of,0
37,Europe should protect bees,against,0
37,Europe should put a GreenTax on top of all imports from highly polluting countries,in favor of,0
37,Europe should put a GreenTax on top of all imports from highly polluting countries,against,0
37,Europe should stand together!,in favor of,0
37,Europe should stand together!,against,0
37,European Union should help young people to train in refugee countries,in favor of,0
37,European Union should help young people to train in refugee countries,against,0
37,European citizens want quality of life and are not interested in world supremacy,in favor of,0
37,European citizens want quality of life and are not interested in world supremacy,against,0
37,Every human has the right to receive reliable information about the movement and distribution of public funds,in favor of,0
37,Every human has the right to receive reliable information about the movement and distribution of public funds,against,0
37,Every young European should be asked to go live in another country for 1 year at least,in favor of,0
37,Every young European should be asked to go live in another country for 1 year at least,against,0
37,"Everyone should have equal access to affordable and high-quality public services, including health",in favor of,0
37,"Everyone should have equal access to affordable and high-quality public services, including health",against,0
37,Experimenting on Animals is fair,in favor of,0
37,Experimenting on Animals is fair,against,0
37,"Firecrackers should be banned during Diwali, other festivals, and weddings",in favor of,0
37,"Firecrackers should be banned during Diwali, other festivals, and weddings",against,0
37,Food health and industry companies should be located within the EU,in favor of,0
37,Food health and industry companies should be located within the EU,against,0
37,Food whose production has been subsidized with EU funds should not be allowed to be exported to developing countries.,in favor of,0
37,Food whose production has been subsidized with EU funds should not be allowed to be exported to developing countries.,against,0
37,"Foreign Policy at the EU level should be based on absolute majority, not unanimity",in favor of,0
37,"Foreign Policy at the EU level should be based on absolute majority, not unanimity",against,0
37,"Foreign Policy at the EU level should be based on an absolute majority, not unanimity",in favor of,0
37,"Foreign Policy at the EU level should be based on an absolute majority, not unanimity",against,0
37,"Foreign Policy at the EU level should be based on an absolute majority, not unanimity.",in favor of,0
37,"Foreign Policy at the EU level should be based on an absolute majority, not unanimity.",against,0
37,Frontex should regularly publish transparency reports,in favor of,0
37,Frontex should regularly publish transparency reports,against,0
37,Gas and nuclear power should be supported with money from European countries,in favor of,0
37,Gas and nuclear power should be supported with money from European countries,against,0
37,Germany should start paying reparations share for any damaged countries of Europe up to 100 years after its attack on international society,in favor of,0
37,Germany should start paying reparations share for any damaged countries of Europe up to 100 years after its attack on international society,against,0
37,Homeschooling should be encouraged in India,in favor of,0
37,Homeschooling should be encouraged in India,against,0
37,Humanitarian organizations should be financially responsible in relation to illegal immigration.,in favor of,0
37,Humanitarian organizations should be financially responsible in relation to illegal immigration.,against,0
37,IT recruiters should consider skills instead of a degree in programming,in favor of,0
37,IT recruiters should consider skills instead of a degree in programming,against,0
37,Ideology should be aimed at popularizing the best human qualities and stopping everything that is directed against a human,in favor of,0
37,Ideology should be aimed at popularizing the best human qualities and stopping everything that is directed against a human,against,0
37,Immigrants should integrate through work,in favor of,0
37,Immigrants should integrate through work,against,0
37,Immigrants should learn the language of their host country.,in favor of,0
37,Immigrants should learn the language of their host country.,against,0
37,Immigrants should receive help from the EU through integration programs,in favor of,0
37,Immigrants should receive help from the EU through integration programs,against,0
37,Imprisonment of foreign criminals should be carried out in their country,in favor of,0
37,Imprisonment of foreign criminals should be carried out in their country,against,0
37,India is becoming intolerant,in favor of,0
37,India is becoming intolerant,against,0
37,India should accept Rohingya refugees,in favor of,0
37,India should accept Rohingya refugees,against,0
37,India should have 'One Nation - One Election' policy,in favor of,0
37,India should have 'One Nation - One Election' policy,against,1
37,India should store the data within the territorial boundaries of the country,in favor of,0
37,India should store the data within the territorial boundaries of the country,against,0
37,Intensive livestock farming should disappear,in favor of,0
37,Intensive livestock farming should disappear,against,0
37,International cooperation with third countries in the field of migration should be developed,in favor of,0
37,International cooperation with third countries in the field of migration should be developed,against,0
37,Kids' reality shows should be banned,in favor of,0
37,Kids' reality shows should be banned,against,0
37,Marital Rape should be criminalized in India,in favor of,0
37,Marital Rape should be criminalized in India,against,0
37,Marital rape should be criminalized in India,in favor of,0
37,Marital rape should be criminalized in India,against,0
37,Men are silent sufferers in this modern world,in favor of,0
37,Men are silent sufferers in this modern world,against,0
37,Migrants should be housed in EU bureaucrats' neighborhoods,in favor of,0
37,Migrants should be housed in EU bureaucrats' neighborhoods,against,0
37,Migrants should not be used for political blackmail.,in favor of,0
37,Migrants should not be used for political blackmail.,against,0
37,Migration should not be the solution.,in favor of,0
37,Migration should not be the solution.,against,0
37,NEET exam should be banned,in favor of,0
37,NEET exam should be banned,against,0
37,NGO boats should have an government representative on board to make sure they aren't people trafficking,in favor of,0
